skill_id,skill_name,category,difficulty,frequency
targeted_users,targeted users,extracted,intermediate,1
an_e-mail_marketing_campaign,an e-mail marketing campaign,extracted,intermediate,1
marketing_design,marketing design,extracted,intermediate,1
easil,easil,extracted,intermediate,1
an_ethical_data-driven_organization,an ethical data-driven organization,extracted,intermediate,1
3d_interaction_design,3d interaction design,extracted,intermediate,1
virtual_reality,virtual reality,extracted,intermediate,1
your_portfolio_website,your portfolio website,extracted,intermediate,2
angular_js,angular js,extracted,intermediate,1
machine_learning_introduction,machine learning introduction,extracted,intermediate,1
everyone,everyone,extracted,intermediate,1
advanced_ai,advanced ai,extracted,intermediate,1
your_own_database_agent,your own database agent,extracted,intermediate,1
modern_physics_iii,modern physics iii,extracted,intermediate,1
simplicity,simplicity,extracted,intermediate,1
curriculum,curriculum,extracted,intermediate,1
java_oop,java oop,extracted,intermediate,1
physics_simulations,physics simulations,extracted,intermediate,1
covid19_data_analysis,covid19 data analysis,extracted,intermediate,1
your_virtual_classroom,your virtual classroom,extracted,intermediate,1
concept_portrait_photography,concept portrait photography,extracted,intermediate,1
a_captivating_series,a captivating series,extracted,intermediate,1
a_professional_online_presence,a professional online presence,extracted,intermediate,1
project_information_hubs,project information hubs,extracted,intermediate,1
performance,performance,extracted,intermediate,3
process_improvement,process improvement,business_analysis,intermediate,3
job_search,job search,extracted,intermediate,1
a_simple_project_timeline,a simple project timeline,extracted,intermediate,2
low-fidelity_prototypes,low-fidelity prototypes,extracted,intermediate,1
application_development,application development,extracted,intermediate,1
cognitive_services,cognitive services,extracted,intermediate,1
an_ai_based_chatbot,an ai based chatbot,extracted,intermediate,1
data_storytelling,data storytelling,extracted,intermediate,2
inference,inference,extracted,intermediate,1
your_first_python_program,your first python program,extracted,intermediate,2
titanic_survival_prediction,titanic survival prediction,extracted,intermediate,1
gc_-_français,gc - français,extracted,intermediate,1
a_tower_defense_game,a tower defense game,extracted,intermediate,1
a_javascript_game,a javascript game,extracted,intermediate,1
random_order,random order,extracted,intermediate,1
a_reminder_app,a reminder app,extracted,intermediate,1
migrate_vpc_firewall_rules,migrate vpc firewall rules,extracted,intermediate,1
network_tags,network tags,extracted,intermediate,1
generative_ai,generative ai,extracted,intermediate,1
basic_generative_adversarial_networks,basic generative adversarial networks,extracted,intermediate,1
printing_technology_deep_dive,printing technology deep dive,extracted,intermediate,1
environment_sustainability_assesment,environment sustainability assesment,extracted,intermediate,1
apple's_stock,apple's stock,extracted,intermediate,1
financials,financials,extracted,intermediate,1
analytics_systems,analytics systems,extracted,intermediate,1
cloud_architecture,cloud architecture,cloud_computing,advanced,3
systems_-_español,systems - español,extracted,intermediate,1
object_design,object design,extracted,intermediate,1
design_methods,design methods,extracted,intermediate,1
business_opportunities,business opportunities,extracted,intermediate,1
database_tables,database tables,extracted,intermediate,1
gis_data_acquisition,gis data acquisition,extracted,intermediate,1
the_career_design_lab,the career design lab,extracted,intermediate,1
your_job,your job,extracted,intermediate,1
secure_angular_apps,secure angular apps,extracted,intermediate,1
server-side_programming,server-side programming,extracted,intermediate,1
back-end_database_applications,back-end database applications,extracted,intermediate,1
a_multi_node_eosio,a multi node eosio,extracted,intermediate,1
fast_websites,fast websites,extracted,intermediate,1
astro,astro,extracted,intermediate,1
tunnel_construction_practices,tunnel construction practices,extracted,intermediate,1
feature_engineering,feature engineering,data_science,intermediate,10
cloud_run_functions,cloud run functions,extracted,intermediate,1
openai_gpts,openai gpts,extracted,intermediate,1
new_ideas,new ideas,extracted,intermediate,1
platform_protection,platform protection,extracted,intermediate,1
an_effective_service_company,an effective service company,extracted,intermediate,1
children,children,extracted,intermediate,2
literacy,literacy,extracted,intermediate,1
aws_sam,aws sam,extracted,intermediate,1
lambda,lambda,extracted,intermediate,1
multimodal_rag,multimodal rag,extracted,intermediate,1
smarter_search,smarter search,extracted,intermediate,1
ai_apps,ai apps,extracted,intermediate,1
responsive_website_development,responsive website development,extracted,intermediate,1
design_capstone,design capstone,extracted,intermediate,1
an_unresourced_project,an unresourced project,extracted,intermediate,1
oracle_primavera_p6,oracle primavera p6,extracted,intermediate,1
breast_cancer_prediction,breast cancer prediction,extracted,intermediate,1
pipeline,pipeline,extracted,intermediate,1
log_analytics,log analytics,extracted,intermediate,1
resilient_streaming_systems,resilient streaming systems,extracted,intermediate,1
measures,measures,extracted,intermediate,1
dimensions,dimensions,extracted,intermediate,1
a_movie_search_app,a movie search app,extracted,intermediate,1
serverless_applications,serverless applications,extracted,intermediate,2
machine_design_part,machine design part,extracted,intermediate,1
creative_design,creative design,extracted,intermediate,1
gke_autoscaling_strategies,gke autoscaling strategies,extracted,intermediate,1
an_automobile_listing_website,an automobile listing website,extracted,intermediate,1
the_user_interface,the user interface,extracted,intermediate,2
android_studio,android studio,extracted,intermediate,1
legal_design,legal design,extracted,intermediate,1
user-centric_legal_solutions,user-centric legal solutions,extracted,intermediate,1
an_enterprise,an enterprise,extracted,intermediate,1
emerging_technologies,emerging technologies,extracted,intermediate,1
lifelong_learning,lifelong learning,extracted,intermediate,1
larger_python_programs,larger python programs,extracted,intermediate,1
design_game_hud,design game hud,extracted,intermediate,1
ios_user_interface_design,ios user interface design,extracted,intermediate,1
your_first_automation_script,your first automation script,extracted,intermediate,1
selenium,selenium,extracted,intermediate,2
marketing_fundamentals,marketing fundamentals,extracted,intermediate,1
fi_design,fi design,extracted,intermediate,1
sketch,sketch,extracted,intermediate,4
logistics_systems,logistics systems,extracted,intermediate,1
pavement_materials,pavement materials,extracted,intermediate,1
shrm_certification,shrm certification,extracted,intermediate,1
design_brainstorming_diagrams,design brainstorming diagrams,extracted,intermediate,1
businesses,businesses,extracted,intermediate,1
sound_and_sonification_design,sound and sonification design,extracted,intermediate,1
interactive_learning_tools,interactive learning tools,extracted,intermediate,1
customizable_sales_presentation_graphics,customizable sales presentation graphics,extracted,intermediate,1
technical_interview_practice_questions,technical interview practice questions,extracted,intermediate,1
social_media_usage_data,social media usage data,extracted,intermediate,1
your_freelancing_career_capstone,your freelancing career capstone,extracted,intermediate,1
character,character,extracted,intermediate,1
positive_classrooms,positive classrooms,extracted,intermediate,1
master_unity,master unity,extracted,intermediate,2
an_employee_feedback_survey,an employee feedback survey,extracted,intermediate,1
clean_data,clean data,extracted,intermediate,1
what_managers,what managers,extracted,intermediate,1
philosophy_-_part,philosophy - part,extracted,intermediate,1
master_ai-driven_formulas,master ai-driven formulas,extracted,intermediate,1
a_product_splash_page,a product splash page,extracted,intermediate,1
responsive_web_pages,responsive web pages,extracted,intermediate,1
basecamp,basecamp,extracted,intermediate,1
a_serverless_web_app,a serverless web app,extracted,intermediate,1
the_public_health_toolkit,the public health toolkit,extracted,intermediate,1
ui/ux_design,ui/ux design,extracted,intermediate,1
travel_booking_app,travel booking app,extracted,intermediate,1
langchain,langchain,extracted,intermediate,2
knowledge_graphs,knowledge graphs,extracted,intermediate,1
-_mastering_rag_systems,- mastering rag systems,extracted,intermediate,1
demand_forecasting,demand forecasting,extracted,intermediate,1
a_bigquery_processing_pipeline,a bigquery processing pipeline,extracted,intermediate,1
mergers,mergers,extracted,intermediate,1
acquisitions,acquisitions,extracted,intermediate,1
an_m&a_deal,an m&a deal,extracted,intermediate,1
marketing_campaigns,marketing campaigns,extracted,intermediate,1
pdfs,pdfs,extracted,intermediate,1
asynchronism,asynchronism,extracted,intermediate,1
.net_core,.net core,extracted,intermediate,2
a_banking_system,a banking system,extracted,intermediate,1
breath,breath,extracted,intermediate,1
life,life,extracted,intermediate,2
the_respiratory_system,the respiratory system,extracted,intermediate,1
supply_chain,supply chain,extracted,intermediate,2
buncee,buncee,extracted,intermediate,1
online_teaching,online teaching,extracted,intermediate,2
dynamic_user_interfaces,dynamic user interfaces,extracted,intermediate,1
a_guessing_game,a guessing game,extracted,intermediate,1
cats,cats,extracted,intermediate,1
dogs,dogs,extracted,intermediate,1
transfer_learning,transfer learning,extracted,intermediate,1
search,search,extracted,intermediate,1
agent_builder,agent builder,extracted,intermediate,1
a_fulfilling_life,a fulfilling life,extracted,intermediate,1
career,career,extracted,intermediate,1
a_resume,a resume,extracted,intermediate,1
letter,letter,extracted,intermediate,1
drugs,drugs,extracted,intermediate,1
drug_use,drug use,extracted,intermediate,1
drug_policy,drug policy,extracted,intermediate,1
concept,concept,extracted,intermediate,1
product_development,product development,extracted,intermediate,1
compute_engine,compute engine,extracted,intermediate,2
bigtable_schemas,bigtable schemas,extracted,intermediate,1
student_success,student success,extracted,intermediate,1
piano,piano,extracted,intermediate,1
insights,insights,extracted,intermediate,2
power_bi,power bi,extracted,intermediate,2
data_canvas,data canvas,extracted,intermediate,1
design_queries,design queries,extracted,intermediate,1
penetration_testing,penetration testing,cybersecurity,intermediate,6
social_media_visuals,social media visuals,extracted,intermediate,1
business,business,extracted,intermediate,5
"a_resilient,_asynchronous_system","a resilient, asynchronous system",extracted,intermediate,1
automation_framework_design,automation framework design,extracted,intermediate,1
testng,testng,extracted,intermediate,2
behavioral_design,behavioral design,extracted,intermediate,1
custom_and_conditional_formatting,custom and conditional formatting,extracted,intermediate,1
azure_cloud,azure cloud,extracted,intermediate,1
cicd_pipeline,cicd pipeline,extracted,intermediate,1
inheritance,inheritance,extracted,intermediate,1
the_learning_innovation_network,the learning innovation network,extracted,intermediate,1
advanced_matplotlib,advanced matplotlib,extracted,intermediate,1
design_&_customize_visualizations,design & customize visualizations,extracted,intermediate,1
a_quiz,a quiz,extracted,intermediate,1
microsoft_forms,microsoft forms,extracted,intermediate,2
a_glossary,a glossary,extracted,intermediate,1
a_toolkit,a toolkit,extracted,intermediate,1
your_future,your future,extracted,intermediate,1
primitive_types,primitive types,extracted,intermediate,1
objects,objects,extracted,intermediate,1
the_digital_world,the digital world,extracted,intermediate,1
elastic_stack,elastic stack,extracted,intermediate,1
an_agile_culture,an agile culture,extracted,intermediate,1
your_organization,your organization,extracted,intermediate,2
the_music_business,the music business,extracted,intermediate,1
continuous_integration,continuous integration,extracted,intermediate,1
to_google_cloud,to google cloud,extracted,intermediate,1
cloud_onramp_automation,cloud onramp automation,extracted,intermediate,1
an_abstraction,an abstraction,extracted,intermediate,1
frontend_development,frontend development,extracted,intermediate,2
azure_devops,azure devops,extracted,intermediate,2
accessible_web_design,accessible web design,extracted,intermediate,1
a_presentation,a presentation,extracted,intermediate,2
zero-trust,zero-trust,extracted,intermediate,1
entrepreneurship,entrepreneurship,extracted,intermediate,2
the_opportunity,the opportunity,extracted,intermediate,2
java_programming,java programming,extracted,intermediate,1
a_recommendation_system,a recommendation system,extracted,intermediate,1
tile-based_dashboard_alerts,tile-based dashboard alerts,extracted,intermediate,1
an_e-book_cover,an e-book cover,extracted,intermediate,1
sap_apps,sap apps,extracted,intermediate,1
cds_views,cds views,extracted,intermediate,1
the_scenes,the scenes,extracted,intermediate,1
core_systems,core systems,extracted,intermediate,1
program_music,program music,extracted,intermediate,1
earsketch,earsketch,extracted,intermediate,1
a_chatgpt_pairs,a chatgpt pairs,extracted,intermediate,1
trading_bot,trading bot,extracted,intermediate,1
microsoft_copilot,microsoft copilot,extracted,intermediate,1
your_customer,your customer,extracted,intermediate,1
port_scanning,port scanning,extracted,intermediate,1
nmap,nmap,extracted,intermediate,1
kali,kali,extracted,intermediate,1
linux,linux,extracted,intermediate,1
deform,deform,extracted,intermediate,1
3d_geometry_control,3d geometry control,extracted,intermediate,1
functional_react_components,functional react components,extracted,intermediate,1
日本語版,日本語版,extracted,intermediate,1
oracle_sql_21c_mastery,oracle sql 21c mastery,extracted,intermediate,1
master_nagios,master nagios,extracted,intermediate,1
monitor,monitor,extracted,intermediate,1
beautiful_imagery,beautiful imagery,extracted,intermediate,1
midjourney,midjourney,extracted,intermediate,2
digital_circuits,digital circuits,extracted,intermediate,1
vhdl_programming,vhdl programming,extracted,intermediate,1
premises,premises,extracted,intermediate,1
basics,basics,extracted,intermediate,7
inclusive_design,inclusive design,extracted,intermediate,1
online_education,online education,extracted,intermediate,1
untuk_inferensi,untuk inferensi,extracted,intermediate,1
your_first_search_engine,your first search engine,extracted,intermediate,1
aws_kendra,aws kendra,extracted,intermediate,1
high-fidelity-designs,high-fidelity-designs,extracted,intermediate,1
prototypen,prototypen,extracted,intermediate,1
figma_erstellen,figma erstellen,extracted,intermediate,1
an_online_auction_server,an online auction server,extracted,intermediate,1
design_selenium_test_framework,design selenium test framework,extracted,intermediate,1
architect_level,architect level,extracted,intermediate,1
small_business_marketing,small business marketing,extracted,intermediate,2
facebook,facebook,extracted,intermediate,4
dynamic_sql_derived_tables,dynamic sql derived tables,extracted,intermediate,1
digital_transformation_canvas,digital transformation canvas,extracted,intermediate,1
competitiveness,competitiveness,extracted,intermediate,1
relational_database,relational database,extracted,intermediate,1
an_article_search_engine,an article search engine,extracted,intermediate,1
visual_inspection,visual inspection,extracted,intermediate,2
fair™,fair™,extracted,intermediate,1
large_language_models,large language models,extracted,intermediate,1
portfolio_management,portfolio management,finance,intermediate,1
prep,prep,extracted,intermediate,1
personnel,personnel,extracted,intermediate,1
cloud_build,cloud build,extracted,intermediate,1
an_agile_team,an agile team,extracted,intermediate,1
data_management,data management,extracted,intermediate,1
compliance_controls,compliance controls,extracted,intermediate,1
global_marketing,global marketing,extracted,intermediate,1
iconic_brands,iconic brands,extracted,intermediate,1
a_lean_workflow,a lean workflow,extracted,intermediate,1
kanban_frameworks,kanban frameworks,extracted,intermediate,1
rag_apps,rag apps,extracted,intermediate,1
dataflow,dataflow,extracted,intermediate,4
pipelines,pipelines,extracted,intermediate,4
the_software_engineering_interview,the software engineering interview,extracted,intermediate,1
effective_leadership,effective leadership,extracted,intermediate,1
master_management_styles,master management styles,extracted,intermediate,1
a_scrum_master,a scrum master,extracted,intermediate,1
algorithms,algorithms,extracted,intermediate,3
your_data,your data,extracted,intermediate,1
superior_skills,superior skills,extracted,intermediate,1
a_service_provider_network,a service provider network,extracted,intermediate,1
recommender_system,recommender system,extracted,intermediate,1
non-data_role,non-data role,extracted,intermediate,1
the_sir_model,the sir model,extracted,intermediate,2
the_origins,the origins,extracted,intermediate,1
selfhood,selfhood,extracted,intermediate,1
the_road,the road,extracted,intermediate,1
autonomy,autonomy,extracted,intermediate,1
technologies,technologies,extracted,intermediate,2
confidence,confidence,extracted,intermediate,1
inspiration,inspiration,extracted,intermediate,1
a_visual_schedule,a visual schedule,extracted,intermediate,1
specialized_processors,specialized processors,extracted,intermediate,1
document_ai,document ai,extracted,intermediate,1
smart_design,smart design,extracted,intermediate,1
cloud_migration,cloud migration,cloud_computing,intermediate,1
aws_solutions,aws solutions,extracted,intermediate,1
kicad,kicad,extracted,intermediate,1
open-source_pcb_design,open-source pcb design,extracted,intermediate,1
oriented_development,oriented development,extracted,intermediate,1
the_universe,the universe,extracted,intermediate,1
simple_parallel_coordinates_plot,simple parallel coordinates plot,extracted,intermediate,1
an_entrepreneurial_ai_strategy,an entrepreneurial ai strategy,extracted,intermediate,1
a_project_tracker,a project tracker,extracted,intermediate,1
airtable,airtable,extracted,intermediate,1
innovative_approaches,innovative approaches,extracted,intermediate,1
the_digital_age,the digital age,extracted,intermediate,1
presentations,presentations,extracted,intermediate,1
visual_impairment,visual impairment,extracted,intermediate,1
classrooms,classrooms,extracted,intermediate,1
data_use,data use,extracted,intermediate,1
disease_control,disease control,extracted,intermediate,1
test_management,test management,extracted,intermediate,1
raci_charts,raci charts,extracted,intermediate,1
work_management,work management,extracted,intermediate,1
a_hometown_homepage,a hometown homepage,extracted,intermediate,1
your_angular_web_application,your angular web application,extracted,intermediate,1
jasmine,jasmine,extracted,intermediate,1
a_hiring_plan,a hiring plan,extracted,intermediate,1
past_data,past data,extracted,intermediate,1
sheets,sheets,extracted,intermediate,1
applied_calculus,applied calculus,extracted,intermediate,1
object-oriented_analysis,object-oriented analysis,extracted,intermediate,3
architecture,architecture,extracted,intermediate,2
a_responsive_layout,a responsive layout,extracted,intermediate,1
css_grid,css grid,extracted,intermediate,2
the_basics,the basics,extracted,intermediate,2
masters,masters,extracted,intermediate,1
resilience,resilience,extracted,intermediate,1
integration,integration,extracted,intermediate,1
az-204,az-204,extracted,intermediate,1
solutions,solutions,extracted,intermediate,1
effective_science_communication,effective science communication,extracted,intermediate,1
impactful_marketing_videos,impactful marketing videos,extracted,intermediate,1
best_practice,best practice,extracted,intermediate,2
farming,farming,extracted,intermediate,1
a_portfolio_website,a portfolio website,extracted,intermediate,1
gc_-_简体中文,gc - 简体中文,extracted,intermediate,1
websites,websites,extracted,intermediate,2
powerpoint,powerpoint,extracted,intermediate,3
smart_objects,smart objects,extracted,intermediate,1
decision_trees,decision trees,extracted,intermediate,1
svms,svms,extracted,intermediate,1
a_team_culture,a team culture,extracted,intermediate,1
continuous_learning,continuous learning,extracted,intermediate,1
react_router,react router,extracted,intermediate,1
practice_test,practice test,extracted,intermediate,1
comptia_data+_certification,comptia data+ certification,extracted,intermediate,1
competitive_strategy,competitive strategy,extracted,intermediate,1
organization_design_project,organization design project,extracted,intermediate,1
機器學習技法,機器學習技法,extracted,intermediate,1
(machine_learning_techniques,(machine learning techniques,extracted,intermediate,1
streamlined_syntax,streamlined syntax,extracted,intermediate,1
menu_design,menu design,extracted,intermediate,1
dubai_hospitality,dubai hospitality,extracted,intermediate,1
your_artistic_brand,your artistic brand,extracted,intermediate,1
pen_tool,pen tool,extracted,intermediate,1
plus,plus,extracted,intermediate,1
a_bash_command-line_tool,a bash command-line tool,extracted,intermediate,1
power_app,power app,extracted,intermediate,1
records,records,extracted,intermediate,1
prevent,prevent,extracted,intermediate,1
controls,controls,extracted,intermediate,1
css_variables,css variables,extracted,intermediate,1
project_finance_fundamentals,project finance fundamentals,extracted,intermediate,1
structure,structure,extracted,intermediate,2
gc_-_español,gc - español,extracted,intermediate,1
women's_work,women's work,extracted,intermediate,1
art_media,art media,extracted,intermediate,1
social_justice,social justice,extracted,intermediate,2
aws_autogluon,aws autogluon,extracted,intermediate,1
world,world,extracted,intermediate,1
adobe_photoshop_cc,adobe photoshop cc,extracted,intermediate,2
neon,neon,extracted,intermediate,1
cloud_error,cloud error,extracted,intermediate,1
basic_game_development,basic game development,extracted,intermediate,2
levels,levels,extracted,intermediate,1
gc_-_한국어,gc - 한국어,extracted,intermediate,1
an_admin_dashboard,an admin dashboard,extracted,intermediate,1
a_marketing_mix,a marketing mix,extracted,intermediate,1
growth,growth,extracted,intermediate,2
interactive_web_pages,interactive web pages,extracted,intermediate,1
modern_javascript,modern javascript,extracted,intermediate,1
langchain_masterclass,langchain masterclass,extracted,intermediate,1
15_llm_apps,15 llm apps,extracted,intermediate,1
student_books,student books,extracted,intermediate,1
book_creator,book creator,extracted,intermediate,1
kali_linux,kali linux,extracted,intermediate,1
low-fidelity_design,low-fidelity design,extracted,intermediate,2
an_agent,an agent,extracted,intermediate,1
front-end_apps,front-end apps,extracted,intermediate,1
the_operating_system,the operating system,extracted,intermediate,1
applied_data_science_capstone,applied data science capstone,extracted,intermediate,1
your_own_ios_app,your own ios app,extracted,intermediate,1
cancer_metastasis,cancer metastasis,extracted,intermediate,1
a_business_architecture,a business architecture,extracted,intermediate,1
aws_organization,aws organization,extracted,intermediate,1
digital_communication,digital communication,extracted,intermediate,1
a_facebook_business_page,a facebook business page,extracted,intermediate,1
logistic_regression,logistic regression,extracted,intermediate,2
leadership_style,leadership style,extracted,intermediate,1
a_high-performance_team,a high-performance team,extracted,intermediate,1
ethical_data,ethical data,extracted,intermediate,1
a_website_map,a website map,extracted,intermediate,1
jumpchart,jumpchart,extracted,intermediate,1
memorystore,memorystore,extracted,intermediate,2
redis,redis,extracted,intermediate,1
replicas,replicas,extracted,intermediate,1
sas_viya,sas viya,extracted,intermediate,1
an_instagram_reel_cover,an instagram reel cover,extracted,intermediate,1
responsive_web_essentials,responsive web essentials,extracted,intermediate,1
navigation,navigation,extracted,intermediate,1
filtering_explores,filtering explores,extracted,intermediate,1
educational_technology,educational technology,extracted,intermediate,1
english_learners,english learners,extracted,intermediate,1
conduct,conduct,extracted,intermediate,1
your_career,your career,extracted,intermediate,1
a_professional_singer,a professional singer,extracted,intermediate,1
complex_mpls_vpns,complex mpls vpns,extracted,intermediate,1
the_brain,the brain,extracted,intermediate,1
the_neurobiology,the neurobiology,extracted,intermediate,1
cyber_security,cyber security,extracted,intermediate,1
a_business_model_canvas,a business model canvas,extracted,intermediate,1
fundamental_skills,fundamental skills,extracted,intermediate,1
engineering_design,engineering design,extracted,intermediate,2
two_dynamic_projects,two dynamic projects,extracted,intermediate,1
php_mastery,php mastery,extracted,intermediate,1
build_web_apps,build web apps,extracted,intermediate,1
more_followers,more followers,extracted,intermediate,2
a_tweet,a tweet,extracted,intermediate,1
building_test_automation_framework,building test automation framework,extracted,intermediate,1
master_java_unit_testing,master java unit testing,extracted,intermediate,1
spring_boot,spring boot,extracted,intermediate,2
a_virtual_classroom,a virtual classroom,extracted,intermediate,1
google_slides,google slides,extracted,intermediate,2
ethical_ai_use,ethical ai use,extracted,intermediate,1
a_virtual_machine,a virtual machine,extracted,intermediate,2
a_hugo_website,a hugo website,extracted,intermediate,1
your_coaching_strategy,your coaching strategy,extracted,intermediate,1
fusion,fusion,extracted,intermediate,1
your_phone_case,your phone case,extracted,intermediate,1
confirmatory_data_analysis,confirmatory data analysis,extracted,intermediate,1
compelling_business_cases,compelling business cases,extracted,intermediate,1
digital_innovation,digital innovation,extracted,intermediate,1
digital_processes,digital processes,extracted,intermediate,1
security_management,security management,extracted,intermediate,1
skills,skills,extracted,intermediate,3
industry,industry,extracted,intermediate,2
manufacturing,manufacturing,extracted,intermediate,1
communication__campaigns,communication  campaigns,extracted,intermediate,1
crewai,crewai,extracted,intermediate,1
medical_research,medical research,extracted,intermediate,1
your_facebook_friend,your facebook friend,extracted,intermediate,1
apigee_x_backend_services,apigee x backend services,extracted,intermediate,1
digital_twins,digital twins,extracted,intermediate,1
your_community_resources,your community resources,extracted,intermediate,1
key_enablers,key enablers,extracted,intermediate,1
challenges,challenges,extracted,intermediate,1
master_sql,master sql,extracted,intermediate,1
scikit-learn,scikit-learn,extracted,intermediate,1
digital_teaching_printables,digital teaching printables,extracted,intermediate,1
applied_machine_learning,applied machine learning,extracted,intermediate,3
internet,internet,extracted,intermediate,1
http_apis,http apis,extracted,intermediate,1
spring,spring,extracted,intermediate,1
probabilistic_graphical_models,probabilistic graphical models,extracted,intermediate,1
strategic_foresight_capabilities,strategic foresight capabilities,extracted,intermediate,1
secure_software_supply_chain,secure software supply chain,extracted,intermediate,1
cloud_workstations,cloud workstations,extracted,intermediate,1
interactive_dashboards,interactive dashboards,extracted,intermediate,1
streamlit,streamlit,extracted,intermediate,1
visualize,visualize,extracted,intermediate,1
data_distributions,data distributions,extracted,intermediate,1
core_data_concepts,core data concepts,extracted,intermediate,1
the_value,the value,extracted,intermediate,1
human-centered_design,human-centered design,extracted,intermediate,3
visual_development,visual development,extracted,intermediate,1
audio_design,audio design,extracted,intermediate,1
games,games,extracted,intermediate,3
projects,projects,extracted,intermediate,3
a_jira_scrum_project,a jira scrum project,extracted,intermediate,1
health_protection,health protection,extracted,intermediate,1
accessibility,accessibility,extracted,intermediate,2
universal_design,universal design,extracted,intermediate,1
european_business_law,european business law,extracted,intermediate,1
the_fundamentals,the fundamentals,extracted,intermediate,1
the_core_mechanics,the core mechanics,extracted,intermediate,1
a_pinball_game,a pinball game,extracted,intermediate,1
java_apis,java apis,extracted,intermediate,1
scrum_master_capstone,scrum master capstone,extracted,intermediate,1
the_language,the language,extracted,intermediate,1
form,form,extracted,intermediate,1
an_email_campaign,an email campaign,extracted,intermediate,1
sendinblue,sendinblue,extracted,intermediate,1
aws_tools,aws tools,extracted,intermediate,1
effects,effects,extracted,intermediate,1
الشركات,الشركات,extracted,intermediate,1
a_business,a business,extracted,intermediate,2
employee_attrition_prediction,employee attrition prediction,extracted,intermediate,1
patient_selection,patient selection,extracted,intermediate,1
endovascular_treatment,endovascular treatment,extracted,intermediate,1
the_race_scale,the race scale,extracted,intermediate,1
action,action,extracted,intermediate,1
statics,statics,extracted,intermediate,1
hydrogen,hydrogen,extracted,intermediate,1
key_concepts,key concepts,extracted,intermediate,1
green_technologies,green technologies,extracted,intermediate,1
google_cloud_-_español,google cloud - español,extracted,intermediate,2
the_hood,the hood,extracted,intermediate,1
the_technical_tips,the technical tips,extracted,intermediate,1
six_games,six games,extracted,intermediate,1
a_chatgpt,a chatgpt,extracted,intermediate,1
engaging_dashboards,engaging dashboards,extracted,intermediate,1
healthcare_analytics,healthcare analytics,extracted,intermediate,1
healthy_practices,healthy practices,extracted,intermediate,1
nutrition,nutrition,extracted,intermediate,1
physical_activity,physical activity,extracted,intermediate,1
the_campaign_components,the campaign components,extracted,intermediate,1
openapi,openapi,extracted,intermediate,1
ease,ease,extracted,intermediate,2
learning,learning,extracted,intermediate,1
learners,learners,extracted,intermediate,2
six_sigma_yellow_belt,six sigma yellow belt,extracted,intermediate,1
c#_app_inheritance,c# app inheritance,extracted,intermediate,1
a_healthy_talent_pipeline,a healthy talent pipeline,extracted,intermediate,1
training_videos,training videos,extracted,intermediate,1
powtoon,powtoon,extracted,intermediate,1
restful_apis,restful apis,extracted,intermediate,1
a_multi-page_website,a multi-page website,extracted,intermediate,1
the_foundations,the foundations,extracted,intermediate,1
strategic_selling,strategic selling,extracted,intermediate,1
beam_ml,beam ml,extracted,intermediate,1
toxicity,toxicity,extracted,intermediate,1
isc2,isc2,extracted,intermediate,1
dashboard,dashboard,extracted,intermediate,1
open_data,open data,extracted,intermediate,1
computer_aided_design,computer aided design,extracted,intermediate,1
a_programme_management_blueprint,a programme management blueprint,extracted,intermediate,1
digital_tech_careers,digital tech careers,extracted,intermediate,1
financial_statements,financial statements,extracted,intermediate,2
economic_policymaking,economic policymaking,extracted,intermediate,1
explainable_ai,explainable ai,extracted,intermediate,1
scrum.org_pspo_i_certification,scrum.org pspo i certification,extracted,intermediate,1
your_e-commerce_store,your e-commerce store,extracted,intermediate,2
advanced_swot_analysis,advanced swot analysis,extracted,intermediate,1
a_cli_distance_calculator,a cli distance calculator,extracted,intermediate,1
master_training,master training,extracted,intermediate,1
modeling_software_systems,modeling software systems,extracted,intermediate,1
an_online_grocer,an online grocer,extracted,intermediate,1
einstein,einstein,extracted,intermediate,1
the_special_theory,the special theory,extracted,intermediate,1
artificial_intelligence_use_cases,artificial intelligence use cases,extracted,intermediate,1
surveys,surveys,extracted,intermediate,1
qualtrics,qualtrics,extracted,intermediate,1
amazon_aurora,amazon aurora,extracted,intermediate,1
sounds,sounds,extracted,intermediate,1
electronic_music,electronic music,extracted,intermediate,1
business_cards,business cards,extracted,intermediate,2
applied_analytics,applied analytics,extracted,intermediate,1
decision,decision,extracted,intermediate,1
bitumen,bitumen,extracted,intermediate,1
better_roads,better roads,extracted,intermediate,1
用python玩转数据_data_processing,用python玩转数据 data processing,extracted,intermediate,1
mastery,mastery,extracted,intermediate,2
tailwind_css_practice_projects,tailwind css practice projects,extracted,intermediate,1
a_responsive_website,a responsive website,extracted,intermediate,1
crie_designs,crie designs,extracted,intermediate,1
product_marketing,product marketing,extracted,intermediate,1
g_suite,g suite,extracted,intermediate,1
master_data,master data,extracted,intermediate,2
decisions,decisions,extracted,intermediate,1
a_no-code_responsive_website,a no-code responsive website,extracted,intermediate,1
scrum_master_certification,scrum master certification,extracted,intermediate,2
your_first_gui_app,your first gui app,extracted,intermediate,1
advanced_django,advanced django,extracted,intermediate,1
imagen,imagen,extracted,intermediate,1
a_dao_website,a dao website,extracted,intermediate,1
hotglue,hotglue,extracted,intermediate,1
geographic_mapping,geographic mapping,extracted,intermediate,1
open_design,open design,extracted,intermediate,1
advanced_agile_practices,advanced agile practices,extracted,intermediate,1
continuous_improvement,continuous improvement,extracted,intermediate,1
