course_id,course_title,skill,skill_category,skill_difficulty,confidence,extraction_method,cluster
C9091,Reliable Cloud Infrastructure: Design and Process 日本語版,reliable cloud infrastructure,extracted,intermediate,0.6,nlp_extraction,1
C9091,Reliable Cloud Infrastructure: Design and Process 日本語版,design and process 日本語版,extracted,intermediate,0.6,nlp_extraction,0
C9093,Ethical Hacking Essentials (EHE),ethical hacking,cybersecurity,intermediate,0.9,taxonomy_match,0
C9095,How to Use a Network Policy on Google Kubernetes Engine,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9095,How to Use a Network Policy on Google Kubernetes Engine,a network policy,extracted,intermediate,0.6,nlp_extraction,0
C9095,How to Use a Network Policy on Google Kubernetes Engine,google kubernetes engine,extracted,intermediate,0.6,nlp_extraction,0
C9096,App Development with Power Apps: Create Custom Components,power apps,extracted,intermediate,0.6,nlp_extraction,0
C9096,App Development with Power Apps: Create Custom Components,custom components,extracted,intermediate,0.6,nlp_extraction,0
C9097,Create a Target Market Presentation using Canva,a target market presentation,extracted,intermediate,0.6,nlp_extraction,0
C9097,Create a Target Market Presentation using Canva,canva,extracted,intermediate,0.6,nlp_extraction,0
C9098,Mastering AWS CDK - Coding Cloud Architectures,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9100,Advanced Network Security and Endpoint Strategies,network security,cybersecurity,intermediate,0.9,taxonomy_match,0
C9101,Mastering Excel Essentials to Enhance Business Value,excel essentials,extracted,intermediate,0.6,nlp_extraction,0
C9101,Mastering Excel Essentials to Enhance Business Value,business value,extracted,intermediate,0.6,nlp_extraction,14
C9105,Fundamentos de programación en Swift,swift,programming,intermediate,0.9,taxonomy_match,0
C9107,Networking in Google Cloud: Network Architecture - Français,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9112,Creative Coding for Designers Using Python,python,programming,intermediate,0.9,taxonomy_match,0
C9112,Creative Coding for Designers Using Python,creative coding,extracted,intermediate,0.6,nlp_extraction,0
C9112,Creative Coding for Designers Using Python,designers,extracted,intermediate,0.6,nlp_extraction,0
C9115,Mastering Image Segmentation with PyTorch,image segmentation,extracted,intermediate,0.6,nlp_extraction,0
C9115,Mastering Image Segmentation with PyTorch,pytorch,extracted,intermediate,0.6,nlp_extraction,0
C9118,Object-Oriented Design,object-oriented design,extracted,intermediate,0.6,nlp_extraction,9
C9120,Software Architecture,software architecture,software_engineering,advanced,0.9,taxonomy_match,0
C9124,Develop an NFT with Google Cloud Web3,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9124,Develop an NFT with Google Cloud Web3,an nft,extracted,intermediate,0.6,nlp_extraction,3
C9124,Develop an NFT with Google Cloud Web3,google cloud web3,extracted,intermediate,0.6,nlp_extraction,1
C9127,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),a patient safety,extracted,intermediate,0.6,nlp_extraction,0
C9127,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),quality improvement project,extracted,intermediate,0.6,nlp_extraction,2
C9131,Risk Management for Cybersecurity and IT Managers,risk management,finance,intermediate,0.9,taxonomy_match,2
C9133,Introduction to Git and GitHub Basics,git,software_engineering,intermediate,0.9,taxonomy_match,0
C9134,Python Scripting Case Study - To-do List Application,python,programming,intermediate,0.9,taxonomy_match,0
C9137,Cloud Architecture Design Patterns,cloud architecture,cloud_computing,advanced,0.9,taxonomy_match,1
C9137,Cloud Architecture Design Patterns,design patterns,software_engineering,intermediate,0.9,taxonomy_match,9
C9137,Cloud Architecture Design Patterns,cloud architecture design patterns,extracted,intermediate,0.6,nlp_extraction,1
C9142,Simple Regression Analysis in Public Health ,regression,data_science,intermediate,0.9,taxonomy_match,0
C9143,Fundamentals of Kubernetes Deployment,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9146,Writing Java Application Code,java,programming,intermediate,0.9,taxonomy_match,0
C9148,ArgoCD Essentials: Automating Kubernetes Deployments,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9149,Web3 and Blockchain Leadership for Transformation,leadership,project_management,intermediate,0.9,taxonomy_match,0
C9153,Prototypes in Figma: Creating an Initial Low Fidelity Design,prototypes,extracted,intermediate,0.6,nlp_extraction,0
C9153,Prototypes in Figma: Creating an Initial Low Fidelity Design,figma,extracted,intermediate,0.6,nlp_extraction,0
C9156,Exploring Data Transformation with Google Cloud,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9156,Exploring Data Transformation with Google Cloud,data transformation,extracted,intermediate,0.6,nlp_extraction,11
C9158,Probability Theory and Regression for Predictive Analytics,probability,mathematics,intermediate,0.9,taxonomy_match,0
C9158,Probability Theory and Regression for Predictive Analytics,regression,data_science,intermediate,0.9,taxonomy_match,0
C9159,DevOps Culture and Mindset,devops,software_engineering,intermediate,0.9,taxonomy_match,0
C9166,Architecting with Google Kubernetes Engine: Production em Português Brasileiro ,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9169,Sustainable Business Practices,sustainable business practices,extracted,intermediate,0.6,nlp_extraction,12
C9175,Generative AI in Design Phase Training,design phase training,extracted,intermediate,0.6,nlp_extraction,9
C9179,Gerenciamento de projetos Agile,agile,software_engineering,intermediate,0.9,taxonomy_match,0
C9185,Machine Learning Implementation and Operations in AWS,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9185,Machine Learning Implementation and Operations in AWS,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9185,Machine Learning Implementation and Operations in AWS,implementation,extracted,intermediate,0.6,nlp_extraction,0
C9185,Machine Learning Implementation and Operations in AWS,operations,extracted,intermediate,0.6,nlp_extraction,0
C9188,Digital Transformation with Google Cloud - Español,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9192,Styling with CSS – Layouts and Visual Design,css,programming,intermediate,0.9,taxonomy_match,0
C9192,Styling with CSS – Layouts and Visual Design,visual design,design,intermediate,0.9,taxonomy_match,0
C9192,Styling with CSS – Layouts and Visual Design,layouts,extracted,intermediate,0.6,nlp_extraction,0
C9193,Cloud SQL with Terraform,sql,programming,intermediate,0.9,taxonomy_match,0
C9193,Cloud SQL with Terraform,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C9201,Building Fitness-Driven dApps: Streaming Google Fit Data with W3bstream,fitness-driven dapps,extracted,intermediate,0.6,nlp_extraction,0
C9203,The Ultimate Excel VBA Course - Learn and Master VBA Fast,master vba,extracted,intermediate,0.6,nlp_extraction,8
C9208,Agile Project Management: Leadership & Core Skills,agile,software_engineering,intermediate,0.9,taxonomy_match,0
C9208,Agile Project Management: Leadership & Core Skills,leadership,project_management,intermediate,0.9,taxonomy_match,0
C9209,Data Storytelling,storytelling,communication,intermediate,0.9,taxonomy_match,0
C9211,Crash Course on Interactive Data Visualization with Plotly,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C9218,Maximizing Success: Mastering the Art of Goal Setting ,success,extracted,intermediate,0.6,nlp_extraction,0
C9218,Maximizing Success: Mastering the Art of Goal Setting ,the art,extracted,intermediate,0.6,nlp_extraction,7
C9218,Maximizing Success: Mastering the Art of Goal Setting ,goal,extracted,intermediate,0.6,nlp_extraction,0
C9224,Use Tableau for your Data Science Workflow,tableau,extracted,intermediate,0.6,nlp_extraction,0
C9224,Use Tableau for your Data Science Workflow,your data science,extracted,intermediate,0.6,nlp_extraction,0
C9225,Structure: Building the Frame for Business Growth,structure,extracted,intermediate,0.6,nlp_extraction,0
C9225,Structure: Building the Frame for Business Growth,the frame,extracted,intermediate,0.6,nlp_extraction,7
C9225,Structure: Building the Frame for Business Growth,business growth,extracted,intermediate,0.6,nlp_extraction,14
C9226,Analisis Data dengan Pemrograman R,r,programming,intermediate,0.9,taxonomy_match,0
C9229,ChatGPT Voice-Powered Chatbot Build with React and FastAPI,react,programming,intermediate,0.9,taxonomy_match,0
C9229,ChatGPT Voice-Powered Chatbot Build with React and FastAPI,chatgpt voice-powered chatbot build,extracted,intermediate,0.6,nlp_extraction,0
C9230,Explainable deep learning models for healthcare - CDSS 3,deep learning,data_science,advanced,0.9,taxonomy_match,4
C9233,Figma UI UX Design Essentials Pt.2: Layout & Components,ux design,design,intermediate,0.9,taxonomy_match,0
C9233,Figma UI UX Design Essentials Pt.2: Layout & Components,ui ux design,extracted,intermediate,0.6,nlp_extraction,0
C9233,Figma UI UX Design Essentials Pt.2: Layout & Components,pt.2,extracted,intermediate,0.6,nlp_extraction,0
C9233,Figma UI UX Design Essentials Pt.2: Layout & Components,layout,extracted,intermediate,0.6,nlp_extraction,0
C9235,Object-Oriented Hierarchies in Java,java,programming,intermediate,0.9,taxonomy_match,0
C9236,"Influencing, Collaboration and Decision Making",collaboration,communication,intermediate,0.9,taxonomy_match,0
C9236,"Influencing, Collaboration and Decision Making",decision making,analytical,intermediate,0.9,taxonomy_match,0
C9239,Tirer Parti des Listes Pour un Code Python Plus Simple ,python,programming,intermediate,0.9,taxonomy_match,0
C9241,Governmental Accounting II and Nonprofit Accounting,accounting,finance,intermediate,0.9,taxonomy_match,0
C9242,Building a Business Presence With Facebook Marketing,a business presence,extracted,intermediate,0.6,nlp_extraction,14
C9242,Building a Business Presence With Facebook Marketing,facebook marketing,extracted,intermediate,0.6,nlp_extraction,0
C9245,Python Programming Fundamentals,python,programming,intermediate,0.9,taxonomy_match,0
C9246,Critical Thinking Skills for University Success,critical thinking,analytical,intermediate,0.9,taxonomy_match,0
C9248,Scrum Master Certification: Scrum Methodologies,scrum,software_engineering,intermediate,0.9,taxonomy_match,0
C9248,Scrum Master Certification: Scrum Methodologies,scrum master certification,extracted,intermediate,0.6,nlp_extraction,0
C9248,Scrum Master Certification: Scrum Methodologies,methodologies,extracted,intermediate,0.6,nlp_extraction,0
C9251,"Advanced Detailing, Roof Design & Texturing",advanced detailing,extracted,intermediate,0.6,nlp_extraction,0
C9251,"Advanced Detailing, Roof Design & Texturing",roof design,extracted,intermediate,0.6,nlp_extraction,9
C9253,Developing Machine Learning Solutions,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9253,Developing Machine Learning Solutions,machine learning solutions,extracted,intermediate,0.6,nlp_extraction,4
C9258,Reliable Cloud Infrastructure: Design and Process - 简体中文,reliable cloud infrastructure,extracted,intermediate,0.6,nlp_extraction,1
C9258,Reliable Cloud Infrastructure: Design and Process - 简体中文,design,extracted,intermediate,0.6,nlp_extraction,9
C9258,Reliable Cloud Infrastructure: Design and Process - 简体中文,process,extracted,intermediate,0.6,nlp_extraction,0
C9258,Reliable Cloud Infrastructure: Design and Process - 简体中文,简体中文,extracted,intermediate,0.6,nlp_extraction,0
C9259,Mastering EV Cooling: Advanced Thermal Management,advanced thermal management,extracted,intermediate,0.6,nlp_extraction,0
C9267,Digital Marketing Landscape,digital marketing,marketing,intermediate,0.9,taxonomy_match,0
C9268,Automatiza las tareas de ciberseguridad con Python,python,programming,intermediate,0.9,taxonomy_match,0
C9269,Practice Exam for CAPM Certification,practice exam,extracted,intermediate,0.6,nlp_extraction,0
C9269,Practice Exam for CAPM Certification,capm certification,extracted,intermediate,0.6,nlp_extraction,0
C9271,Cyber Security: Incident Response - Theory to Practice,incident response,cybersecurity,intermediate,0.9,taxonomy_match,0
C9271,Cyber Security: Incident Response - Theory to Practice,incident response - theory,extracted,intermediate,0.6,nlp_extraction,0
C9276,Interactivity with JavaScript,javascript,programming,intermediate,0.9,taxonomy_match,0
C9278,"Build Real-World Websites Using HTML5, CSS3, Sass and more",real-world websites,extracted,intermediate,0.6,nlp_extraction,0
C9278,"Build Real-World Websites Using HTML5, CSS3, Sass and more",html5,extracted,intermediate,0.6,nlp_extraction,0
C9278,"Build Real-World Websites Using HTML5, CSS3, Sass and more",css3,extracted,intermediate,0.6,nlp_extraction,0
C9278,"Build Real-World Websites Using HTML5, CSS3, Sass and more",sass,extracted,intermediate,0.6,nlp_extraction,0
C9279,Let's Learn Useful Korean Expressions,useful korean expressions,extracted,intermediate,0.6,nlp_extraction,0
C9280,Convolutional Neural Networks,neural networks,data_science,advanced,0.9,taxonomy_match,0
C9281,AWS Certified Solutions Architect - Professional (SAP-C02),aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9282,Deep Learning - Crash Course 2023,deep learning,data_science,advanced,0.9,taxonomy_match,4
C9283,Using Role-based Access Control in Kubernetes Engine,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9283,Using Role-based Access Control in Kubernetes Engine,role-based access control,extracted,intermediate,0.6,nlp_extraction,0
C9285,C# Class Development,c#,programming,intermediate,0.9,taxonomy_match,0
C9287,Smart Working: Lavoro agile e Business English,agile,software_engineering,intermediate,0.9,taxonomy_match,0
C9290,Java Database Connectivity (JDBC) Introduction,java,programming,intermediate,0.9,taxonomy_match,0
C9292,Game Bots in C#: Develop a Tic-Tac-Toe Agent,c#,programming,intermediate,0.9,taxonomy_match,0
C9292,Game Bots in C#: Develop a Tic-Tac-Toe Agent,a tic-tac-toe agent,extracted,intermediate,0.6,nlp_extraction,0
C9293,Performance Testing with JMeter for absolute beginners,testing,software_engineering,intermediate,0.9,taxonomy_match,0
C9295,Validating Policies for Terraform on Google Cloud,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C9295,Validating Policies for Terraform on Google Cloud,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9299,The Art of Negotiation,negotiation,project_management,intermediate,0.9,taxonomy_match,0
C9304,Create Program Changes with Power Skills & Digital Enablers ,program changes,extracted,intermediate,0.6,nlp_extraction,0
C9304,Create Program Changes with Power Skills & Digital Enablers ,power skills,extracted,intermediate,0.6,nlp_extraction,0
C9305,Observational Methods and Qualitative Data Analysis,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C9307,Exploratory Data Analysis in AWS,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C9307,Exploratory Data Analysis in AWS,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9308,Introduction to Embedded Machine Learning,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9309,Building Scalable Java Microservices with Spring Boot and Spring Cloud,java,programming,intermediate,0.9,taxonomy_match,0
C9309,Building Scalable Java Microservices with Spring Boot and Spring Cloud,microservices,software_engineering,advanced,0.9,taxonomy_match,0
C9309,Building Scalable Java Microservices with Spring Boot and Spring Cloud,scalable java microservices,extracted,intermediate,0.6,nlp_extraction,0
C9309,Building Scalable Java Microservices with Spring Boot and Spring Cloud,spring boot,extracted,intermediate,0.6,nlp_extraction,0
C9310,Negotiation Skills,negotiation,project_management,intermediate,0.9,taxonomy_match,0
C9320,How to use influencer marketing to grow instagram business,influencer marketing,extracted,intermediate,0.6,nlp_extraction,0
C9320,How to use influencer marketing to grow instagram business,instagram business,extracted,intermediate,0.6,nlp_extraction,14
C9322,Design Principles: an Introduction,design principles,extracted,intermediate,0.6,nlp_extraction,0
C9322,Design Principles: an Introduction,an introduction,extracted,intermediate,0.6,nlp_extraction,3
C9331,JavaScript Basics,javascript,programming,intermediate,0.9,taxonomy_match,0
C9332,Build your business brand using Canva,your business brand,extracted,intermediate,0.6,nlp_extraction,14
C9332,Build your business brand using Canva,canva,extracted,intermediate,0.6,nlp_extraction,0
C9334,Linear Regression Modeling for Health Data,regression,data_science,intermediate,0.9,taxonomy_match,0
C9339,Six Sigma for Process Improvement,process improvement,business_analysis,intermediate,0.9,taxonomy_match,0
C9341,Certified Kubernetes Administrator (CKA): Unit 6,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9346,AWS Advanced,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9350,Desarrollo de páginas con Angular,angular,programming,intermediate,0.9,taxonomy_match,0
C9353,Python per la Data Science,python,programming,intermediate,0.9,taxonomy_match,0
C9355,"Building Your Brand, Sustaining Growth and Networking",your brand,extracted,intermediate,0.6,nlp_extraction,5
C9355,"Building Your Brand, Sustaining Growth and Networking",growth,extracted,intermediate,0.6,nlp_extraction,0
C9356,Six Sigma Tools for Analyze,six sigma tools,extracted,intermediate,0.6,nlp_extraction,0
C9356,Six Sigma Tools for Analyze,analyze,extracted,intermediate,0.6,nlp_extraction,0
C9357,R Programming,r,programming,intermediate,0.9,taxonomy_match,0
C9360,Accounting Analysis I: The Role of Accounting as an Information System,accounting,finance,intermediate,0.9,taxonomy_match,0
C9366,Investing and Building Wealth,wealth,extracted,intermediate,0.6,nlp_extraction,0
C9367,AI for Lawyers: Communication and Creativity,communication,project_management,intermediate,0.9,taxonomy_match,0
C9373,How to Secure your Network Device using Cisco Packet Tracer ,your network device,extracted,intermediate,0.6,nlp_extraction,0
C9373,How to Secure your Network Device using Cisco Packet Tracer ,cisco packet tracer,extracted,intermediate,0.6,nlp_extraction,0
C9374,Leading Teams: Developing as a Leader,leading teams,extracted,intermediate,0.6,nlp_extraction,0
C9374,Leading Teams: Developing as a Leader,a leader,extracted,intermediate,0.6,nlp_extraction,0
C9375,Node.js backend básico con buenas prácticas.,node.js,programming,intermediate,0.9,taxonomy_match,0
C9377,Managing Security in Google Cloud Platform 日本語版,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9379,"Build, Train and Deploy ML Models with Keras on Google Cloud - Español",google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9382,Fundamentals of Level Design with Unreal Engine,fundamentals,extracted,intermediate,0.6,nlp_extraction,0
C9382,Fundamentals of Level Design with Unreal Engine,level design,extracted,intermediate,0.6,nlp_extraction,9
C9382,Fundamentals of Level Design with Unreal Engine,unreal engine,extracted,intermediate,0.6,nlp_extraction,0
C9385,Configuring your IDE for absolute beginners with AWS Cloud9,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9390,Working with Cloud Dataprep on Google Cloud,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9391,Data Visualization and Reporting with Generative AI,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C9393,Population Health: Responsible Data Analysis,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C9395,Create Image Captioning Models - Français,image captioning models,extracted,intermediate,0.6,nlp_extraction,0
C9395,Create Image Captioning Models - Français,français,extracted,intermediate,0.6,nlp_extraction,0
C9396,Data Visualization,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C9397,Digestive Dynamics: Understanding the GI System  ,digestive dynamics,extracted,intermediate,0.6,nlp_extraction,0
C9397,Digestive Dynamics: Understanding the GI System  ,the gi system,extracted,intermediate,0.6,nlp_extraction,0
C9399,Curanderismo: Traditional Healing Using Plants,curanderismo,extracted,intermediate,0.6,nlp_extraction,0
C9399,Curanderismo: Traditional Healing Using Plants,traditional healing,extracted,intermediate,0.6,nlp_extraction,0
C9399,Curanderismo: Traditional Healing Using Plants,plants,extracted,intermediate,0.6,nlp_extraction,0
C9400,Introduction to Programming in Swift 5,swift,programming,intermediate,0.9,taxonomy_match,0
C9401,Blockchain: Foundations and Use Cases,blockchain,extracted,intermediate,0.6,nlp_extraction,0
C9401,Blockchain: Foundations and Use Cases,foundations,extracted,intermediate,0.6,nlp_extraction,0
C9401,Blockchain: Foundations and Use Cases,cases,extracted,intermediate,0.6,nlp_extraction,0
C9415,How to Create an Online Course,an online course,extracted,intermediate,0.6,nlp_extraction,0
C9417,Responsible AI: Applying AI Principles with GC - Indonesia,principles,extracted,intermediate,0.6,nlp_extraction,0
C9417,Responsible AI: Applying AI Principles with GC - Indonesia,gc - indonesia,extracted,intermediate,0.6,nlp_extraction,0
C9419,Emotional Intelligence in Leadership,leadership,project_management,intermediate,0.9,taxonomy_match,0
C9421,"Agile Project Management: Estimate, Lead & Deliver Value",agile,software_engineering,intermediate,0.9,taxonomy_match,0
C9422,Building Powerful Reports and Dashboards in Power BI,powerful reports,extracted,intermediate,0.6,nlp_extraction,0
C9422,Building Powerful Reports and Dashboards in Power BI,dashboards,extracted,intermediate,0.6,nlp_extraction,0
C9423,Planning a Machine Learning Project,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9423,Planning a Machine Learning Project,a machine learning project,extracted,intermediate,0.6,nlp_extraction,4
C9425,Data Visualization and Communication with Tableau,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C9425,Data Visualization and Communication with Tableau,communication,project_management,intermediate,0.9,taxonomy_match,0
C9428,Using Sensors With Your Raspberry Pi,sensors,extracted,intermediate,0.6,nlp_extraction,0
C9428,Using Sensors With Your Raspberry Pi,your raspberry pi,extracted,intermediate,0.6,nlp_extraction,5
C9429,"Mastering Python Programming: Apply, Analyze, and Build",python,programming,intermediate,0.9,taxonomy_match,0
C9429,"Mastering Python Programming: Apply, Analyze, and Build",python programming,extracted,intermediate,0.6,nlp_extraction,0
C9432,"Big Data, Artificial Intelligence, and Ethics",big data,data_science,intermediate,0.9,taxonomy_match,11
C9436,GKE Workload Optimization,optimization,mathematics,advanced,0.9,taxonomy_match,0
C9439,Software Engineering: Software Design and Project Management,software engineering,extracted,intermediate,0.6,nlp_extraction,0
C9439,Software Engineering: Software Design and Project Management,software design,extracted,intermediate,0.6,nlp_extraction,0
C9439,Software Engineering: Software Design and Project Management,project management,extracted,intermediate,0.6,nlp_extraction,2
C9447,Generative AI in Software Development,software development,software_engineering,intermediate,0.9,taxonomy_match,0
C9452,"CQRS, API Development, and Module Communication",api development,software_engineering,intermediate,0.9,taxonomy_match,0
C9452,"CQRS, API Development, and Module Communication",communication,project_management,intermediate,0.9,taxonomy_match,0
C9459,Mastering Ansible Automation,ansible automation,extracted,intermediate,0.6,nlp_extraction,0
C9462,Design and Develop a Website using Figma and CSS,css,programming,intermediate,0.9,taxonomy_match,0
C9462,Design and Develop a Website using Figma and CSS,a website,extracted,intermediate,0.6,nlp_extraction,0
C9462,Design and Develop a Website using Figma and CSS,figma,extracted,intermediate,0.6,nlp_extraction,0
C9463,How to Create a Facebook Business Manager Account,a facebook business manager,extracted,intermediate,0.6,nlp_extraction,0
C9464,Working with Objects in C++,c++,programming,intermediate,0.9,taxonomy_match,0
C9466,Understanding Modern Physics I: Relativity and Cosmology,modern physics i,extracted,intermediate,0.6,nlp_extraction,0
C9466,Understanding Modern Physics I: Relativity and Cosmology,relativity,extracted,intermediate,0.6,nlp_extraction,0
C9471,AWS: Database,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9472,Marketing Analytics,marketing analytics,marketing,intermediate,0.9,taxonomy_match,0
C9474,Modernisasi Situs dengan AI Generatif di Google Cloud,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9476,Content Marketing Using Generative AI ,content marketing,marketing,intermediate,0.9,taxonomy_match,0
C9477,Planning and Control Using Microsoft Project 365 and 2021,planning,extracted,intermediate,0.6,nlp_extraction,0
C9477,Planning and Control Using Microsoft Project 365 and 2021,control,extracted,intermediate,0.6,nlp_extraction,0
C9477,Planning and Control Using Microsoft Project 365 and 2021,microsoft project,extracted,intermediate,0.6,nlp_extraction,0
C9480,Fundamentals of Natural Language Processing,natural language processing,data_science,intermediate,0.9,taxonomy_match,0
C9483,Create a Marketing Analysis dashboard using G-Spreadsheets,a marketing analysis dashboard,extracted,intermediate,0.6,nlp_extraction,0
C9483,Create a Marketing Analysis dashboard using G-Spreadsheets,spreadsheets,extracted,intermediate,0.6,nlp_extraction,0
C9484,GenAI for Digital Marketing and Ecommerce Analysts,digital marketing,marketing,intermediate,0.9,taxonomy_match,0
C9485,Bayesian Statistics: From Concept to Data Analysis,statistics,data_science,intermediate,0.9,taxonomy_match,0
C9485,Bayesian Statistics: From Concept to Data Analysis,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C9486,Machine Learning Algorithms with Python in Business Analytics,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9486,Machine Learning Algorithms with Python in Business Analytics,python,programming,intermediate,0.9,taxonomy_match,0
C9486,Machine Learning Algorithms with Python in Business Analytics,machine learning algorithms,extracted,intermediate,0.6,nlp_extraction,4
C9486,Machine Learning Algorithms with Python in Business Analytics,business analytics,extracted,intermediate,0.6,nlp_extraction,0
C9487,Azure DevOps and Continuous Delivery with Git,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C9487,Azure DevOps and Continuous Delivery with Git,devops,software_engineering,intermediate,0.9,taxonomy_match,0
C9487,Azure DevOps and Continuous Delivery with Git,git,software_engineering,intermediate,0.9,taxonomy_match,0
C9490,Handshake Ready: Design Specs & Handoff in Figma,design specs,extracted,intermediate,0.6,nlp_extraction,9
C9490,Handshake Ready: Design Specs & Handoff in Figma,handoff,extracted,intermediate,0.6,nlp_extraction,0
C9490,Handshake Ready: Design Specs & Handoff in Figma,figma,extracted,intermediate,0.6,nlp_extraction,0
C9495,Design Research para Estratégia e Inovação,research,analytical,intermediate,0.9,taxonomy_match,0
C9496,React المتقدم,react,programming,intermediate,0.9,taxonomy_match,0
C9498,"GraphQL Fundamentals–Design APIs,Schema,Frontend Integration",graphql fundamentals,extracted,intermediate,0.6,nlp_extraction,0
C9498,"GraphQL Fundamentals–Design APIs,Schema,Frontend Integration",design apis,extracted,intermediate,0.6,nlp_extraction,0
C9498,"GraphQL Fundamentals–Design APIs,Schema,Frontend Integration",schema,extracted,intermediate,0.6,nlp_extraction,0
C9498,"GraphQL Fundamentals–Design APIs,Schema,Frontend Integration",frontend integration,extracted,intermediate,0.6,nlp_extraction,0
C9501,High-Availability Scaling with Kubernetes: Web Services,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C9506,Exploratory Data Analysis and Visualization,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C9509,Solving ML Regression Problems with AWS AutoGluon,regression,data_science,intermediate,0.9,taxonomy_match,0
C9509,Solving ML Regression Problems with AWS AutoGluon,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C9510,Créer des applications d'IA générative sur Google Cloud,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C9513,Automating Image Creation with HashiCorp Packer for DevOps,devops,software_engineering,intermediate,0.9,taxonomy_match,0
C9515,"Build a Website using an API with HTML, JavaScript, and JSON",html,programming,intermediate,0.9,taxonomy_match,0
C9515,"Build a Website using an API with HTML, JavaScript, and JSON",javascript,programming,intermediate,0.9,taxonomy_match,0
C9515,"Build a Website using an API with HTML, JavaScript, and JSON",a website,extracted,intermediate,0.6,nlp_extraction,0
C9515,"Build a Website using an API with HTML, JavaScript, and JSON",an api,extracted,intermediate,0.6,nlp_extraction,0
C9517,Applied Machine Learning with Python,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C9517,Applied Machine Learning with Python,python,programming,intermediate,0.9,taxonomy_match,0
C9520,Techniques of Design-Oriented Analysis,techniques,extracted,intermediate,0.6,nlp_extraction,0
C9520,Techniques of Design-Oriented Analysis,design-oriented analysis,extracted,intermediate,0.6,nlp_extraction,0
C9528,Mastering Selenium WebDriver and Java Fundamentals,java,programming,intermediate,0.9,taxonomy_match,0
C9528,Mastering Selenium WebDriver and Java Fundamentals,selenium webdriver,extracted,intermediate,0.6,nlp_extraction,0
C9531,Developing a Systems Mindset,a systems mindset,extracted,intermediate,0.6,nlp_extraction,13
C9534,Brand Awareness Using Digital Brand Activation,brand awareness,extracted,intermediate,0.6,nlp_extraction,0
C9534,Brand Awareness Using Digital Brand Activation,digital brand activation,extracted,intermediate,0.6,nlp_extraction,0
C9537,Supply Chain Network Optimization Using MILP on RStudio,optimization,mathematics,advanced,0.9,taxonomy_match,0
C9537,Supply Chain Network Optimization Using MILP on RStudio,supply chain network optimization,extracted,intermediate,0.6,nlp_extraction,0
C9537,Supply Chain Network Optimization Using MILP on RStudio,milp,extracted,intermediate,0.6,nlp_extraction,0
C9537,Supply Chain Network Optimization Using MILP on RStudio,rstudio,extracted,intermediate,0.6,nlp_extraction,0
C9539,"Indexing, Performance Optimization & Functions in SQL Server",optimization,mathematics,advanced,0.9,taxonomy_match,0
C9539,"Indexing, Performance Optimization & Functions in SQL Server",sql,programming,intermediate,0.9,taxonomy_match,0
